name_zh,name_en,booth_no,hall,country,category,description,website,directory_url,pdfs
思脉得（嘉兴）医疗科技有限公司,"SmartVein （Jiaxing） Medical Technology Co., Ltd",N1-D402,N1,CHINA,cat-15,思脉得科技秉承创新技术，优质服务，为客户提供超预期价值为宗旨，致力于为医疗行业客户提供全套技术解决方案，让医疗器械行业客户专注服务于临床。业务涉及设计开发、精密加工&模具&注塑制造、产品注册支持、临床运营、OEM/ODM全方位制造全套服务。,https://www.smartveingroups.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467332/smartvein-（jiaxing）-medical-technology-co---ltd,https://image.imconlinereg.com/mm-mtc/2026-01-08/F1D6701A81E5AC0D3518D0F2E2E0F5BE.pdf;https://image.imconlinereg.com/mm-mtc/2026-01-08/C896C8263F024FFFB3D61B660DE2B2AE.pdf
韦恩堡金属公司,Fort Wayne Metals,N1-A102,N1,USA,cat-02,作为精密线材的定制生产商，Fort Wayne Metals 致力于为您在提高患者生活质量的医疗器械产品开发和生产上提供支持。我们的产品范围包括圆丝、异型丝、线束、线缆和机械组件；材料涵盖从镍钛、钛、不锈钢、到高性能合金以及贵金属多种类别。 此外，我们还提供研发支持，精制熔炼以满足研发合金需求，以及具有认证资质的材料测试服务。我们使命的核心是不懈的追求创新，为您提供能够满足最严苛应用的材料解决方案。,https://www.fwmetals.com/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467333/fort-wayne-metals,
广州博伦泰克医疗设备有限公司,"Guangzhou BalloonTec Co., Ltd",N3-D602,N3,CHINA,cat-11,球囊导管技术一体化服务商 设备： 球囊成型机、球囊管预拉伸机、球囊导管激光焊接机、热熔焊接机、热风焊接机、显影环锻压机、球囊折叠机、高频尖端成型机、液压测试仪、气密性测试仪、变径拉伸机、热覆膜机、导管扩口机。OEM服务： 球囊吹塑成型、导管焊接、显影环安装、球囊折叠、亲水涂层、印刷。,https://www.balloontec.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467334/guangzhou-balloontec-co---ltd,https://image.imconlinereg.com/mm-mtc/2025-08-06/B07B2808369FE731A1CB26CE9A7EACDB.pdf
上海康德莱制管有限公司,"Shanghai Kindly Moulding Co.,LTD",N1-A401,N1,CHINA,cat-02,"上海康德莱制管有限公司，是上海康德莱集团下属子公司，专业生产不锈钢毛细管及花色穿刺针及针管。    使用的是专业加工设备，其中部分设备是美国，日本和韩国进口. 公司生产的内壁光亮毛细管和异形管已经达到国际先进水平。不锈钢管规格从外径：0.25mm-5.0mm，管壁从0.06mm-0.50mm。花色针类产品主要销往世界各地. 产品广泛应用于医疗设备配件,穿刺器械配件,航空航天连接管,生化检测等，所用材料均符合医用不锈钢材料的要求。",https://www.kdl中国.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467336/shanghai-kindly-moulding-co--ltd,
上海俱隆精密金属制品有限公司,"Shanghai Julong Precision Metal Products Co., Ltd.",N1-B809,N1,CHINA,cat-02,上海俱隆精密金属制品有限公司位于上海市崇明区侯家镇。我司成立于2006年，技术力量雄厚。公司经过多年的发展，现拥有先进的工艺设备、完善的检测设备和良好的信誉，是一家专业生产不锈钢毛细管、铜毛细管的专业公司。生产的产品广泛配套于医疗器械、军工仪器仪表、化工、食品、科研等行业。    我司现有厂房面积约6000余平方米。拥有精良的设备，先进的生产工艺可规模生产不锈钢毛细管、铜毛细管，也可根据客户要求定做各种规格尺寸的产品，满足客户的性化需求。,https://www.sh-julong.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467337/shanghai-julong-precision-metal-products-co---ltd-,https://image.imconlinereg.com/mm-mtc/2026-06-30/62B660AEE72348844A9CA71DA8FE7CF2.pdf
上海派拉纶新材料股份有限公司,"SHANG HAI PAL NEW MATERIALS CO.,LTD.",N3-A502,N3,CHINA,cat-14,上海派拉纶股份有限公司是一家以Parylene等特殊涂层材料和技术服务为主业的上海市高新技术企业、上海市专精特新企业、2021年全国双创大赛50强企业。公司拥有十万级、万级和静态百级的洁净厂房。通过了ISO9001、ISO13485、GJB9001C质量体系认证，还通过ISO14001，ISO45001、GB29490体系认证，以及CE、RoHS、HF、REACH、国家生物相容性等检测认证。公司在Parylene等特殊涂层领域具有具有强大的开发创新能力，实现了设备、原材料和生产工艺全自研。拥有面向全球的市场运营能力，所经营的Parylene等特殊防护涂层技术在医疗设计与制造、半导体芯片、5G通讯、新能源、3C电子、航空航天、军工等领域广泛使用。,https://www.parylene.com.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467338/shang-hai-pal-new-materials-co--ltd-,
威海德生技术检测有限公司,Weihai Desheng Technology Testing Co. Ltd.,N4-C502,N4,CHINA,cat-17,威海德生技术检测有限公司成立于2013年7月;按照国际标准CNAS-CL01:2018(ISO/IEC17025:2017)、按美国21 CFR Part 58、经合组织良好实验室原则和《检验检测机构资质认定能力评价检验检测机构通用要求》等标准要求建立实验室的质量管理体系;目前主要开展医疗器械及包装材料、生物制品的生物安全性能检测、微生物检测和理化性能检测;提供食品、药品相关检验检测和技术咨询服务。,http://www.weihaidt.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467339/weihai-desheng-technology-testing-co--ltd-,https://image.imconlinereg.com/mm-mtc/2026-06-10/94232D72EA1A3E6A1B6E49D2C594B3FD.pdf
壹领医疗科技（上海）有限公司,"APlus Healthcare Technology (Shanghai) Co., Ltd",N4-D506,N4,CHINA,cat-17,壹领医疗科技（上海）有限公司壹领医疗2022年创立于上海，是一家致力于协助医疗器械企业获得产品海外上市许可，实现产品、管理体系全方位合规策略的咨询公司；核心团队拥有行业经验超过15年，已助力众多企业成功获得MDR CE、FDA国际市场准入资格；壹领医疗团队服务过的客户包括：北京术锐、北京海杰亚、湖南三诺、苏州心擎、南京普爱、无锡帕母、普美康（鱼跃）、苏州百德、通用电气、上海微创、上海安翰、上海凯联、上海博动、上海逸思、厦门崇仁、北京甘甘、常州益锐、湖南菁益、苏州体素、江苏盖睿、小米等；湖南三诺、上海凯联、上海安翰、南京普爱等多家企业，以及众多全球知名公告机构，选择壹领作为长期合作伙伴,https://www.ap-healthcare.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467340/aplus-healthcare-technology-(shanghai)-co---ltd,
圣塔菲医疗科技（常州）有限公司,"Santa Fe Medical Innovation(Chang Zhou) Co.,Ltd.",N3-C310,N3,CHINA,cat-17,圣塔菲医疗科技（常州）有限公司是国家高新技术企业，专注于心血管植入物体外模拟与耐久性测试设备的研发与制造。产品涵盖心脏瓣膜、血管支架、封堵器及心脏辅助系统等测试设备，拥有多项专利与软著。公司拥有资深专家与工程师组成的研发团队，秉持“多学科交叉复合，持续性发展创新”理念，致力于推动心血管植入物测试技术的进步。设备严格遵循国际最新标准，通过严谨的设计验证与质量控制，确保运行稳定、数据精准、操作人性化、控制智能化，为医疗器械企业、检测及科研机构提供高性能专业测试解决方案。,https://www.stf-med.com/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467341/santa-fe-medical-innovation(chang-zhou)-co--ltd-,https://image.imconlinereg.com/mm-mtc/2026-07-24/97C772B5966B8E0F82AA4EBC7A86F9D3.pdf;https://image.imconlinereg.com/mm-mtc/2026-07-24/0775A579B5C6A808EDBA4949BA4189FE.pdf
深圳市迪嘉机械有限公司,"Shenzhen Deeplus Machinery Co., Ltd",N3-C406,N3,CHINA,cat-09,迪嘉深耕微型注塑与多色多组份注塑成型领域，专注于相关核心装备与模具技术的研发与制造。公司自主研发与制造微型注塑机、全电动立式注塑机、多色多组份注塑副射台及高精度转盘机构，具备设备、模具与自动化系统的深度整合能力，为客户提供整体技术解决方案。公司成立二十年来，坚持稳健发展与持续创新，累计拥有上百项核心技术专利，先后获得国家高新技术企业和深圳市“专精特新”企业认定，并通过 ISO 9001 与 ISO 13485 质量管理体系认证。产品与技术服务已广泛应用于医疗器械、消费电子、汽车、包装、电器、电子等行业，累计服务700余家客户，在细分领域内逐步建立起以技术能力和工程交付能力为核心的行业口碑。,https://www.deeplus.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467342/shenzhen-deeplus-machinery-co---ltd,https://image.imconlinereg.com/mm-mtc/2026-01-09/7C9C56B48BD106951C8A1EE7719BD2A5.pdf
江苏百赛飞生物科技有限公司,"Jiangsu Biosurf Biotech Co., Ltd.",N3-C102,N3,CHINA,cat-14,江苏百赛飞生物科技有限公司是生物材料表面改性技术领域的国家“专精特新”小巨人企业。基于功能涂层全产业链的技术服务平台，百赛飞自主研发了多系列医用涂层产品（亲水润滑、抗凝血、抗菌、抗结晶、释药等品类）、自动化涂覆装备/产线及涂层检测仪器。荣获中国专利奖，承担两项国家级“揭榜挂帅”创新任务，同时主导建立了国内首个介入医械涂层牢固度相关行业标准，并主导多项填补国内空白的抗凝血、抗菌等医用涂层相关团体标准。已建成规模化生产基地，拥有百吨级涂液生产能力，导丝日产万米，内衬管年产百万米。数百家医疗器械厂家产品已应用百赛飞涂层取得NMPA、FDA或CE医疗器械注册证。,https://www.biosurf.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467343/jiangsu-biosurf-biotech-co---ltd-,https://image.imconlinereg.com/mm-mtc/2026-06-17/6E76AA84DE9F4F2D5B2DAC367972A3AD.pdf;https://image.imconlinereg.com/mm-mtc/2026-06-17/7D177B72D2073578AB1BAA9D65CD3F73.pdf
凯宾斯科技（上海）有限公司,"KBS （Shanghai）Co. , Ltd.",N1-C001,N1,CHINA,cat-02,凯宾斯科技（上海）有限公司是一家专注于医用镍钛合金生产的高科技产业公司。公司致力于为医疗行业提供可靠、安全的解决方案，以满足医疗专业人士和患者的需求。公司拥有专业的材料科学家团队和经验丰富的生产工程师团队。我司严格按照ISO9001和ISO13485质量体系组织生产和质量管理，为客户提供最优质的产品与服务。我们始终坚持服务第一、客户至上，互利共赢、开放包容的理念，真诚期待与您共同推进人类医疗事业发展。,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467344/kbs-（shanghai）co----ltd-,https://image.imconlinereg.com/mm-mtc/2025-05-16/148C48E8D60D941B88ED2D429933331F.pdf
佛山市海瑞嘉精密挤出机械有限公司,"HighRichJa Precision Extrusion Machinery Co., Ltd",N2-C102,N2,CHINA,cat-12,佛山市海瑞嘉精密挤出机械有限公司成立于2006年，至今已拥有超过20年的设计、研发以及生产非标挤出设备的丰富经验，包括管材、型材、片材、棒材挤出等，广泛应用 于医疗、汽车、电子、工业等领域。 工厂位于交通便捷的中国广东佛山市，厂房覆盖面积达36800平方米。现有员工200 余人，其中技术团队人数占比达35%。至今已为国内外多家企业提供超过5000多套挤出 生产设备及解决方案。 海瑞嘉凭借多年的生产、管理经验，历练出领先于细分行业的独有视角以人才、技术、 设备和服务等多项优势，成长为精密挤出领域的探索先锋相信海瑞嘉人的专业、团结和不断 创新，将为挤出领域的客户提供全方位的技术支持和服务。,https://www.chinahrj.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467345/highrichja-precision-extrusion-machinery-co---ltd,https://image.imconlinereg.com/mm-mtc/2025-07-15/D68E436A81ACB795885C584661076986.pdf
二九精密机械工业株式会社,"FUTA-Q,Ltd.",N1-B603,N1,JAPAN,cat-15,企业简介本公司创立于1917年，起源于日本京都传统佛具用黄铜铸件加工行业。经过百余年的发展与技术积累，公司已成长为一家专注于精密零部件制造及组装的一站式技术服务企业。公司拥有针尖加工、小径管加工及超精密微细加工等核心技术，为医疗器械、分析仪器、半导体制造设备及工业机械等领域提供从设计支持、试制开发到量产制造的全流程服务。主要业务1. 精密零部件及组装产品加工2. 高性能材料加工包括：不锈钢（SUS）・β钛合金・镍钛合金・钛合金・钴合金・陶瓷・工程塑料及功能树脂3. 精密加工技术针尖加工・精密切削加工・精密研磨加工・小径精密管加工・激光加工・接合与焊接加工・精密组装加工・表面涂层,https://futaku.co.jp/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467346/futa-q-ltd-,https://image.imconlinereg.com/mm-mtc/2025-07-17/386C3D6DB544EFA57F168873D1CDBEF2.pdf;https://image.imconlinereg.com/mm-mtc/2026-04-16/9DA916E5A5DB80FA9D0CDB33A60A7062.pdf
珠海市劲沃电子科技有限公司,"Zhuhai Jinwo Electronic Technology Co., Ltd.",N1-F308,N1,CHINA,cat-08-3,珠海市劲沃电子科技有限公司成立于 2015 年，坐落于珠海金湾，是专注医用锂电池研发、定制与生产的国家高新技术企业。公司拥有 3000㎡标准化生产厂房，通过 ISO9001 质量管理体系、ISO13485 医疗器械质量管理体系双重认证，全程以医疗行业严苛标准管控产品品质。厂区设有 6 条标准化电池组装产线，配套全自动点焊机、点板机、专用老化房与专业实验室，单日电池组产能可达 6000-8000 套。企业深耕医疗电池领域，可提供结构设计、电池保护、充放电管理、电量监测一站式研发制造服务，凭借成熟工艺与完善质控体系，为医疗设备厂商供应安全可靠、适配性强的定制锂电池整体解决方案。,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467347/zhuhai-jinwo-electronic-technology-co---ltd-,
东莞市赛肯电子科技有限公司,"Dongguan Circon Technology Co., Ltd.",N1-F709,N1,CHINA,cat-08-3,东莞市赛肯电子科技有限公司（CIRCON）是一家专注于医疗连接器及线缆组件研发和生产的高科技企业。   公司2017年成立东莞厚街，工厂面积超过4000m²，具备五金加工，塑胶注塑，医疗电子连接器组装以及医疗线缆定制加工的垂直整合生产能力。公司先后通过ISO9001和ISO13485体系认证，并于2022年取得国家级高新技术企业认定。   我司所生产的各类医疗连接器，用料考究，结构设计精密，质量上乘，且拥有10多项自主专利，完全媲美国外同类型产品。能满足各类有源医疗器械对于电信号连接的需求，诸如医疗内窥镜，心电设备，脑电设备，手术器械，牙科设备和医美设备等严苛的应用环境。产品不仅远销欧美发达市场，服务众多全球知名医疗器械品牌，亦是近年来国产替代的抢手货。,https://www.circontech.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467348/dongguan-circon-technology-co---ltd-,https://image.imconlinereg.com/mm-mtc/2025-08-04/10C8D590590D0C33FB2922A47875DB61.pdf
常州苏川医疗科技有限公司,"Changzhou Suchuan Medical S&T Co., Ltd.",N2-B205,N2,CHINA,cat-15,常州苏川医疗科技有限公司成立于2016年，是一家集自主研发、生产和销售为一体的医疗器械生产企业。取得了相应产品的注册证和许可证（产品注册证12 件、国家专利37件）。产品涵盖骨科、运动医学、心血管类产品。目前已成为亚太地区运动医学技术的领跑者。2020年被评为国家高新技术企业。主要是运动医学类产品的研究开发与制造，同时公司还提出并打造了“研发型生产企业”的新概念，为业内生产企业提供产品和技术的OEM/ODM服务。能为客户提供产品设计、开发，工艺设计，产品试制，产品测试，及技术咨询、注册咨询等服务。,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467349/changzhou-suchuan-medical-s-t-co---ltd-,
威派克包装（常熟）有限公司,"Wipak Packaging (Changshu) Co., Ltd.",N4-B201,N4,FINLAND,cat-13,威派克包装（常熟）有限公司位于距离上海西北110公里的江苏省常熟市。这个工厂是芬兰威派克集团为了更好的服务亚洲客户在亚洲建立的第一个工厂，也将作为威派克亚太区的生产基地和物流中心。这个工厂在十万级洁净车间中加工生产医疗包装材料，包括医用纸的印刷和分切、医用膜的分切和医用灭菌袋的生产，提供相关产品给医疗器械生产厂商和司得净®医用灭菌袋的客户。 威派克常熟工厂已经于2015年3月通过DNV公司ISO9001和ISO13485的质量体系审核，并于2015年4月拿到相应认证证书。威派克常熟工厂所有的生产都在符合ISO14644-1的Class 8洁净车间内进行，洁净车间通过第三方检测验收。,https://www.wiicare.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467350/wipak-packaging-(changshu)-co---ltd-,
江苏熙和医疗科技有限公司,"Jiangsu Xiheal Medical Technology Co., Ltd",N3-H606,N3,CHINA,cat-08-4,江苏熙和医疗科技有限公司坐落于苏州，公司专注于内窥镜及相关产品的研发、生产、认证。江苏熙和医疗立足于基础，拥有多种生产检验设备，将几乎所有内窥镜零部件生产在工厂内完成。其中模组生产、内窥镜封装及内窥镜的图像处理达到业内顶尖水平。目前产品覆盖一次性内窥镜及其配件、复用性内窥镜及内窥镜图像处理系统,https://www.xiheal.com/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467351/jiangsu-xiheal-medical-technology-co---ltd,
海尔曼超声波技术（太仓）有限公司,"Herrmann Ultrasonics (Taicang) Co., Ltd.",N3-C607,N3,GERMANY,cat-14,海尔曼超声波公司成立于1961年，是一家全球领先的热塑性塑料超声波焊接技术领域的领导者。在世界范围内拥有600多名员工，并拥有超过60年的技术经验，海尔曼超声波公司是一家家族企业，其成功的关键在于通过训练有素的员工解决广泛的应用和项目咨询(超声波工程)。 海尔曼超声波建立独立的机器、发生器和超声波焊接系统，这些系统可以集成到自动化生产线中。它可以投入使用在更经确、快速 和环保地焊接塑料、包装材料和无纺布产品，金属材料。,https://www.herrmannultrasonics.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467353/herrmann-ultrasonics-(taicang)-co---ltd-,
苏州台超精密科技有限公司,"Suzhou Magnus Precision Technology Co., Ltd.",N4-D102,N4,CHINA,cat-17,v-tech台超集团于1999年成立于台湾，专注于精密测量仪器的销售与服务20余年。目前以代理国外高精度测量仪和系统为公司主要业务，以收集、计算、分析数据，提供讯息作为决策的依据，帮助全球的用户提高其个人及企业的效能。先后在中国和越南等国家和地区建立了10处服务点，包括苏州、北京、东莞、成都、重庆、西安、台北、台中、越南等。 v-tech台超集团致力于成为全球领先的精密测量仪器供应及服务商，迄今共服务了近5000家客户，在全球销售了8000多台Micro-Vu设备，成为Micro-Vu全球业绩最佳的代理商,https://www.v-tech.net,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467354/suzhou-magnus-precision-technology-co---ltd-,https://image.imconlinereg.com/mm-mtc/2025-07-24/345A5BE24BDA6369BEC70DABE43BB98C.pdf
上海亚尔精密零件制造有限公司,"SHANGHAI Y＆L PRECISION COMPONENTS MANUFACTURING CO., LTD.",N1-C406,N1,CHINA,cat-02,上海亚尔，成立于1992年，是一家实体制造企业，中美合资，国企控股。公司位于上海嘉定，拥有2万多平方米的生产基地，现有员工300余名。亚尔为全球近30个国家的客户提供各类精密零部件产品。产品主要涉及领域包括：光源类零部件、医疗器械类零部件、特种产品零部件等。 在医疗器械领域，亚尔秉承“造福人类，创造美好人生”的宗旨，以专业的技术和高标准的要求，为全球医疗器械制造企业提供各类精密零部件产品和服务。目前亚尔已为国内百余家医疗器械企业提供加工配套服务，如上海微创、南微医学、苏州恒瑞、上海逸思等。主要产品包括：精密焊接部件、精密雕刻切割、精密微型子针部件、精密支架部件、精密弹簧部件、精密机加工件等。,https://www.yl-shanghai.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467355/shanghai-y＆l-precision-components-manufacturing-co---ltd-,https://image.imconlinereg.com/mm-mtc/2025-05-08/43803EF5F684CF350FBD2783205BF3F0.pdf
杭州驰飞超声波设备有限公司,"Cheersonic Ultrasonics Co., Ltd.",N3-B607,N3,CHINA,cat-14,杭州驰飞超声波设备有限公司专注于医疗生物涂层领域30年，深谙药物洗脱支架、球囊、导管、生物传感器、采血管、注射器和医用纺织等多个行业的专业知识，积累了丰富的技术实施和生产经验。驰飞引领涂层新工艺的研究和发展方向、建立与顶尖大学和企业的合作。驰 飞作为全球涂层工艺研发的重要力量，致力于开发适用于各个业务领域的新技术、新产品与涂层解决方案，帮助客户实现持续增长，为医疗产业发展注入新的活力。凭借勇于创新的开拓精神，精益求精的品质要求，以客户为本的服务理念，驰飞超声波已经成为国内外医疗生物涂层制备领域的先锋，产品远销于亚洲、美洲、欧洲、非洲等30多个国家。,https://www.cheersonic-liquid.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467356/cheersonic-ultrasonics-co---ltd-,
济南众测机电设备有限公司,"Pubtester Instruments Co.,Ltd.",N4-D212,N4,CHINA,cat-17,济南众测机电设备有限公司是一家专注于实验室分析检测仪器研发和销售的高新技术企业，拥有3200平现代化厂房，专注于为医疗器械行业提供专业科学试验仪器和全面质量控制解决方案。公司多项技术、产品获得专利证书，并拥有完全的自主知识产权。公司荣获ISO9001，CE和高新技术企业、专精特新等多项认证，成为行业的标杆。众测公司成立以来，获得国内外客户的信赖，为国内外上千家客户提供专业服务。,https://www.pubtestercn.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467357/pubtester-instruments-co--ltd-,https://image.imconlinereg.com/mm-mtc/2026-01-06/8C2A61FD424ADD9A1B10A003ADCBFB96.pdf;https://image.imconlinereg.com/mm-mtc/2026-01-06/8AA00EA69725B37CB9AD0F51040B931A.pdf
辰邦医疗设备(上海)有限公司,"Chenbang medical equipment (shanghai) Co.,Ltd",N3-D102,N3,CHINA,cat-17,辰邦医疗设备（上海）有限公司是专业从事导管、球囊、支架生产及检测设备的研发与生产的企业。提供产品包括球囊成型机，亲水涂层设备、亲水涂层摩擦力检测设备、球囊焊接机、热空气焊接系统、管材变径拉伸机、推送力测试仪、液态压力测试仪、导管覆膜设备、支架高真空退火炉、支架研磨机、支架抛光设备、镍钛支架相变测试设备、真空封口机、扩口设备等。,https://www.cbmedicals.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467358/chenbang-medical-equipment-(shanghai)-co--ltd,
巨翊科技（上海）有限公司,"Joymed Technology (Shanghai) Co., Ltd.",N3-F302,N3,CHINA,cat-16,巨翊上海成立于2014年9月，为国内领先的专业医疗器械研发及技术服务平台（器械研发+CDMO)之一。 巨翊科技立足中国服务全球，目标为全球医疗器械企业、高校及医疗临床机构、提供一系列全方位的委托产品研发、临床、委托生产服务。服务范围贯穿器械创新概念及技术研究、产品合作研发，供应链管理、到委托生产，产品临床、注册及产品上市的全过程。拥有超过280人的研发、工程生产技术团队，主要团队成员都曾长期服务于国际知名CDMO企业，拥有丰富的行业经验。 巨翊科技在上海、苏州、长沙、常州、新加坡都设立了有源及无菌医疗器械CDMO服务基地。 上海市高新技术企业、TUV ISO 13485：2016 认证,https://www.joymed-tech.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467359/joymed-technology-(shanghai)-co---ltd-,https://image.imconlinereg.com/mm-mtc/2026-08-06/313B1F3F95EA863F642274751E3D8552.pdf;https://image.imconlinereg.com/mm-mtc/2026-08-06/60153229527470A84F1525B2BD13AD19.pdf
必智企业发展（上海）有限公司,"Be Wise enterprise development (Shanghai) co., LTD",N3-G102,N3,CHINA,cat-17,必智企业发展（上海）有限公司主要代理销售欧美的医疗机械生产检测设备、原料管材、工装工具等，总部设在上海。我们致力于为球囊、支架、瓣膜等各类医疗器械的生产提供最佳的解决方案。我们拥有专业的团队，竭诚为每一位客户提供最优质的服务。,https://www.suzhoubizhi.com.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467360/be-wise-enterprise-development-(shanghai)-co---ltd,https://image.imconlinereg.com/mm-mtc/2026-07-20/2BAE7E19109FEF191AC9C50B3F277457.pdf
卡尔托利（苏州）材料科技有限公司,Cartolux (Suzhou) Co. Ltd,N4-B302,N4,FRANCE,cat-13,"卡尔托利(苏州)材料科技有限公司成立于2005年，凭借着90多年的技术经验以及欧洲超净包装集团的经营理念在中国生产。卡尔托利是法国超净包装集团的全资子公司，总部位于法国,一直专注服务于医疗市场。为广大客户提供精准、可靠、安全的医疗无菌包装整体解决方案，与国内外知名的医疗器械行业领导者建立长期的合作关系。公司自2005年成立以来，一直引领医疗器械行业的包装设计，严格按照世界最佳实践(BPF)设计并且创造最佳质量标准的ISO7无尘室。卡尔托利是全球领先的定制热成型包装制造商和整体医疗包装解决方案提供商.",https://www.cartolux.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467361/cartolux-(suzhou)-co--ltd,https://image.imconlinereg.com/mm-mtc/2025-05-06/1E0E629AFF988C81A6BDF11AD2869EEF.pdf;https://image.imconlinereg.com/mm-mtc/2026-01-12/D66C27056FACD56288BFFC16D3BF9BD1.pdf
武汉艾博锐科技有限公司,"WUHAN IBRNTECH CO.,LTD.",N2-F709,N2,CHINA,cat-08-4,武汉艾博锐科技有限公司是一家创新型高成长性企业，专注于255-980nm先进特种光源应用产品的研发与制造，主要产品系列包括工业固化、工业视觉、工业加热、平行曝光、光化学合成等。公司拥有专业的开发技术团队，以卓越的科技创新能力提供更加专业的光应用行业解决方案，为国内外客户提供优质的产品及定制化的服务，广泛应用于光通信、3C电子、机器视觉、医疗器械、能源环保、数码喷印、光化学等智能制造、绿色健康产业，致力于成为全球领先的高端光源应用供应商，构建开放共赢的产品生态，推动产业规范建设，助力半导体光应用行业产业化升级。我们拥有先进的芯片封测技术和完备的研发生产线，自研自产车规级特种光源产品，运营管理严格按照ISO9001、IATF16949、ISO14001体系执行，全面实行ERP管控、OA系统办公，拥有中国CNAS实验室和SGS认可的实验室。,https://www.ibrntech.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467362/wuhan-ibrntech-co--ltd-,https://image.imconlinereg.com/mm-mtc/2025-05-26/CB3A5C555E909B6F4B91000DDCDE499B.pdf
普霖医疗科技（广州）有限公司,"Princeton Medical Scientific Co.,Ltd",N2-G505,N2,CHINA,cat-15,普霖医疗将为微创介入医疗器械产品提供全面的解决方案。提供的产品从原材料，耗材，到生产服务；从塑料挤出管材到介入导管，球囊导管成品和半成品。产品覆盖心血管微创、外周血管微创、骨科微创、泌尿微创等医疗领域。我们通过持续创新和精益制造把微创医疗最先进的成果带给每一位需要的患者，为满足人类对健康长寿的美好追求而不懈努力。,https://www.pulinmed.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467364/princeton-medical-scientific-co--ltd,https://image.imconlinereg.com/mm-mtc/2025-07-21/64C92D48C4E43C5B6410962B42B14792.pdf;https://image.imconlinereg.com/mm-mtc/2026-01-06/C28E974F530A344FA3EB18DAFE0F895B.pdf
上海扬盛印务有限公司,"Shanghai Young Sun Printing Co., Ltd.",N2-G506,N2,CHINA,cat-13,上海扬盛印务有限公司坐落于上海市松江经济技术开发区文松路555号、777弄，总投资8.1亿元人民币，年生产能力达15亿元。工厂总占地117亩，建筑面积79600平方米，由企业总部、研发中心、生产基地、员工发展中心、智能制造中心等单体建筑组成。建筑和工艺设计运用绿色、低碳的理念，大力推进资源、能源节约，倡导循环经济和清洁生产，以高新技术来改造和提升传统行业，实现健康可持续发展。,https://www.ysprint.com/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467365/shanghai-young-sun-printing-co---ltd-,https://image.imconlinereg.com/mm-mtc/2026-01-28/792547306458ECCCAC7F15B09F024DF0.pdf;https://image.imconlinereg.com/mm-mtc/2026-01-28/F8EABC5E2658753F87EB87AC778BDAFF.pdf
